Ticker Symbol,Proper Name,ETF Issuer,Asset Class,ETF Launch,ETF Last Expense Ratio,ETF AUM,ETF Focus,ETF Niche,ETF Segment Name,ETF Strategy ,ETF Strategy Cluster,ETF Strategy Group,ETF Selection Criteria,ETF Weighting Scheme
AVNM,Avantis All International Markets Equity,American Century Investments,Equity,06/29/2023,31.0,"639,798.8",Total Market,Broad-based,Equity: Global Ex-U.S.  -  Total Market,Active,Active,Active,Proprietary,Proprietary
AVNV,Avantis All International Markets Value,American Century Investments,Equity,06/27/2023,34.0,"386,265.8",Total Market,Value,Equity: Global Ex-U.S. - Total Market Value,Active,Active,Active,Proprietary,Proprietary
AVRE,Avantis Real Estate,American Century Investments,Equity,09/28/2021,17.0,"340,522,560.0",Real Estate,Broad-based,Equity: Global Real Estate,Active,Active,Active,Proprietary,Proprietary
AVSC,Avantis U.S Small Cap Equity,American Century Investments,Equity,01/11/2022,25.0,"449,757,594.0",Small Cap,Value,Equity: U.S.  -  Small Cap Value,Active,Active,Active,Proprietary,Proprietary
AVSD,Avantis Responsible International Equity,American Century Investments,Equity,03/15/2022,23.0,"101,550,200.0",Total Market,Broad-based,Equity: Developed Markets Ex-U.S.  -  Total Market,Active,Active,Active,Proprietary,Proprietary
AVSE,Avantis Responsible Emerging Markets Equity,American Century Investments,Equity,03/28/2022,33.0,"57,404,750.0",Total Market,Broad-based,Equity: Emerging Markets  -  Total Market,Active,Active,Active,Proprietary,Proprietary
AVSF,Avantis Short-Term Fixed Income,American Century Investments,Fixed Income,10/15/2020,15.0,"247,553,280.0",Investment Grade,Short-Term,"Fixed Income: Global - Broad Market, Broad-based Investment Grade Short-Term",Active,Active,Active,Proprietary,Proprietary
AVSU,Avantis Responsible U.S. Equity,American Century Investments,Equity,03/15/2022,15.0,"168,795,900.0",Total Market,Broad-based,Equity: U.S.  -  Total Market,Active,Active,Active,Proprietary,Proprietary
AVUS,Avantis U.S. Equity,American Century Investments,Equity,09/24/2019,15.0,"4,675,603,689.0",Total Market,Broad-based,Equity: U.S.  -  Total Market,Active,Active,Active,Proprietary,Proprietary
AVUV,Avantis U.S. Small Cap Value,American Century Investments,Equity,09/24/2019,25.0,"6,820,438,800.0",Small Cap,Value,Equity: U.S.  -  Small Cap Value,Active,Active,Active,Proprietary,Proprietary
AWAY,ETFMG Travel Tech,ETFMG,Equity,02/12/2020,76.0,"110,299,020.0",Consumer Discretionary,Broadline Retail,Equity: Global Broadline Retail,Fundamental,Bottom-up,Strategic,Fundamental,Proprietary
AWEG,Alger Weatherbie Enduring Growth,Alger,Equity,03/06/2023,65.0,"4,144,000.0",Mid Cap,Growth,Equity: U.S. - Mid Cap Growth,Active,Active,Active,Proprietary,Proprietary
AZTD,Aztlan Global Stock Selection DM SMID,Tidal,Equity,08/17/2022,75.0,"42,759,292.5",Extended Market,Broad-based,Equity: Developed Markets  - Extended Market,Multi-factor,Hybrid,Strategic,Multi-Factor,Equal
BAB,Invesco Taxable Municipal Bond,Invesco,Fixed Income,11/17/2009,28.0,"1,516,556,250.0",Investment Grade,Broad Maturities,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade",Vanilla,Vanilla,Vanilla,Market Value,Market Value
BABX,GraniteShares 1.75x Long BABA Daily,GraniteShares,Equity,12/13/2022,115.0,"6,798,022.7",Consumer Discretionary,Broadline Retail,Leveraged Equity: China Broadline Retail,Vanilla,Vanilla,Vanilla,Single Asset,Single Asset
BAD,B.A.D.,The BAD Investment Company,Equity,12/22/2021,75.0,"10,804,484.0",Theme,Consumer,Equity: U.S. Consumer,Equal,Arbitrary Weighting,Idiosyncratic,Market Cap,Tiered
BALT,Innovator Defined Wealth Shield,Innovator,Equity,07/01/2021,69.0,"428,945,900.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Buy-write,Technical,Strategic,Fixed,Fixed
BAPR,Innovator U.S. Equity Buffer - April,Innovator,Equity,04/01/2019,79.0,"165,966,360.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Buy-write,Technical,Strategic,Fixed,Fixed
BAR,GraniteShares Gold Shares,GraniteShares,Commodities,08/31/2017,17.5,"926,211,200.0",Gold,Physically Held,Commodities: Precious Metals Gold,Vanilla,Vanilla,Vanilla,Single Asset,Single Asset
BATT,Amplify Lithium & Battery Technology,Amplify Investments,Equity,06/06/2018,59.0,"140,835,000.0",Theme,Mobility,Equity: Global Mobility,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
BAUG,Innovator U.S. Equity Buffer - August,Innovator,Equity,08/01/2019,79.0,"183,897,025.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Buy-write,Technical,Strategic,Fixed,Fixed
BBAG,JPMorgan BetaBuilders U.S. Aggregate Bond,JPMorgan Chase,Fixed Income,12/12/2018,3.0,"2,000,262,664.6",Investment Grade,Broad Maturities,"Fixed Income: U.S. - Broad Market, Broad-based Investment Grade",Vanilla,Vanilla,Vanilla,Market Value,Market Value
BBAX,JPMorgan BetaBuilders Developed Asia Pacific-ex Japan,JPMorgan Chase,Equity,08/07/2018,19.0,"4,077,543,695.0",Total Market,Broad-based,Equity: Developed Asia-Pacific Ex-Japan  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
BBC,Virtus LifeSci Biotech Clinical Trials,Virtus Investment Partners,Equity,12/16/2014,79.0,"9,664,285.9",Health Care,Life Sciences Tools & Services,Equity: U.S. Life Sciences Tools & Services,Equal,Arbitrary Weighting,Idiosyncratic,Proprietary,Equal
BBCA,JPMorgan BetaBuilders Canada,JPMorgan Chase,Equity,08/07/2018,19.0,"6,046,738,952.2",Total Market,Broad-based,Equity: Canada  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
BBCB,JPMorgan BetaBuilders USD Investment Grade Corporate Bond,JPMorgan Chase,Fixed Income,12/12/2018,9.0,"51,255,500.0",Investment Grade,Broad Maturities,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade",Vanilla,Vanilla,Vanilla,Market Value,Market Value
BBEM,JPMorgan BetaBuilders Emerging Markets Equity,JPMorgan Chase,Equity,05/10/2023,15.0,"511,450,000.0",Total Market,Broad-based,Equity: Emerging Markets  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
BBEU,JPMorgan BetaBuilders Europe,JPMorgan Chase,Equity,06/15/2018,9.0,"5,501,138,474.9",Total Market,Broad-based,Equity: Developed Europe  - Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
BBH,VanEck Biotech,VanEck,Equity,12/20/2011,35.0,"481,596,191.9",Health Care,Biotechnology,Equity: Global Biotechnology,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
BBHY,JPMorgan BetaBuilders USD High Yield Corporate Bond,JPMorgan Chase,Fixed Income,09/14/2016,15.0,"433,299,000.0",High Yield,Broad Maturities,"Fixed Income: U.S. - Corporate, Broad-based High Yield",Vanilla,Vanilla,Vanilla,Market Value,Market Value
BBIB,JPMorgan BetaBuilders U.S. Treasury Bond 3-10 Year,JPMorgan Chase,Fixed Income,04/19/2023,7.0,"4,369,050.0",Investment Grade,Intermediate,"Fixed Income: U.S. - Government, Treasury Investment Grade Intermediate",Vanilla,Vanilla,Vanilla,Market Value,Market Value
BBIN,JPMorgan BetaBuilders International Equity,JPMorgan Chase,Equity,12/05/2019,7.0,"3,776,878,000.0",Total Market,Broad-based,Equity: Developed Markets Ex-North America  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
BBIP,JPMorgan BetaBuilders U.S. TIPS 0-5 Year,JPMorgan Chase,Fixed Income,05/10/2023,7.0,"7,578,725.0",Investment Grade,Short-Term,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade Short-Term",Vanilla,Vanilla,Vanilla,Market Value,Market Value
BBJP,JPMorgan BetaBuilders Japan,JPMorgan Chase,Equity,06/15/2018,19.0,"8,720,841,138.8",Total Market,Broad-based,Equity: Japan  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
BBLB,JPMorgan BetaBuilders U.S. Treasury Bond 20+ Year,JPMorgan Chase,Fixed Income,04/19/2023,7.0,"52,268,150.0",Investment Grade,Long-Term,"Fixed Income: U.S. - Government, Treasury Investment Grade Long-Term",Vanilla,Vanilla,Vanilla,Market Value,Market Value
BBLU,EA Bridgeway Blue Chip EA Bridgeway Blue Chip,Alpha Architect,Equity,10/17/2022,15.0,"119,298,824.7",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Active,Active,Active,Proprietary,Proprietary
BBMC,JPMorgan BetaBuilders U.S. Mid Cap Equity,JPMorgan Chase,Equity,04/14/2020,7.0,"1,624,577,250.0",Mid Cap,Broad-based,Equity: U.S.  -  Mid Cap,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
BBP,Virtus LifeSci Biotech Products,Virtus Investment Partners,Equity,12/17/2014,79.0,"15,902,912.0",Health Care,Biotechnology,Equity: U.S. Biotechnology,Equal,Arbitrary Weighting,Idiosyncratic,Proprietary,Equal
BBRE,JPMorgan BetaBuilders MSCI U.S. REIT,JPMorgan Chase,Equity,06/15/2018,11.0,"744,727,500.0",Real Estate,REITs,Equity: U.S. REITs,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
BBSA,JPMorgan Betabuilders 1-5 Year U.S. Aggregate Bond,JPMorgan Chase,Fixed Income,03/12/2019,5.0,"15,295,208.2",Investment Grade,Short-Term,"Fixed Income: U.S. - Broad Market, Broad-based Investment Grade Short-Term",Vanilla,Vanilla,Vanilla,Market Value,Market Value
BBSB,JPMorgan BetaBuilders U.S. Treasury Bond 1-3 Year,JPMorgan Chase,Fixed Income,04/19/2023,7.0,"4,421,700.0",Investment Grade,Short-Term,"Fixed Income: U.S. - Government, Treasury Investment Grade Short-Term",Vanilla,Vanilla,Vanilla,Market Value,Market Value
BBSC,JPMorgan BetaBuilders U.S. Small Cap Equity,JPMorgan Chase,Equity,11/16/2020,9.0,"810,936,500.0",Small Cap,Broad-based,Equity: U.S.  -  Small Cap,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
BBUS,JP Morgan Betabuilders U.S. Equity,JPMorgan Chase,Equity,03/12/2019,2.0,"2,275,135,500.0",Total Market,Broad-based,Equity: U.S.  -  Total Market,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
BCD,abrdn Bloomberg All Commodity Longer Dated Strategy K-1 Free,Abrdn Plc,Commodities,03/30/2017,30.0,"265,019,753.5",Broad Market,Extended Term,Commodities: Broad Market,Multi-factor,Hybrid,Strategic,Fixed,Multi-Factor
BCDF,Horizon Kinetics Blockchain Development,Horizon Kinetics,Equity,08/01/2022,85.0,"3,253,170.0",Theme,Digital Economy,Equity: Global Digital Economy,Active,Active,Active,Proprietary,Proprietary
BCHP,Principal Focused Blue Chip,Principal,Equity,07/13/2023,58.0,"6,209,041.9",Large Cap,Growth,Equity: Global  - Large Cap Growth,Active,Active,Active,Proprietary,Proprietary
BCI,abrdn Bloomberg All Commodity Strategy K-1 Free,Abrdn Plc,Commodities,03/30/2017,26.0,"852,316,086.3",Broad Market,Extended Term,Commodities: Broad Market,Multi-factor,Hybrid,Strategic,Fixed,Multi-Factor
BCIM,abrdn Bloomberg Industrial Metals Strategy K-1 Free,Abrdn Plc,Commodities,09/23/2021,40.0,"24,284,040.0",Broad Market,Front Month,Commodities: Industrial Metals,Multi-factor,Hybrid,Strategic,Fixed,Multi-Factor
BDCX,ETRACS Quarterly Pay 1.5x Leveraged MarketVector BDC Liquid Index ETN,UBS,Equity,06/02/2020,95.0,"31,268,400.0",Financials,Asset Management & Custody Banks,Leveraged Equity: U.S. Asset Management & Custody Banks,Vanilla,Vanilla,Vanilla,Market Cap,Tiered
BDCZ,ETRACS MarketVector Business Development Companies Liquid Index ETN,UBS,Equity,10/08/2015,85.0,"24,903,449.0",Financials,Asset Management & Custody Banks,Equity: U.S. Asset Management & Custody Banks,Vanilla,Vanilla,Vanilla,Market Cap,Tiered
BDEC,Innovator U.S. Equity Buffer - December,Innovator,Equity,12/01/2019,79.0,"103,574,670.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Buy-write,Technical,Strategic,Fixed,Fixed
BDGS,Bridges Capital Tactical,Alpha Architect,Equity,05/10/2023,78.0,"18,350,021.0",Total Market,Broad-based,Equity: U.S.  -  Total Market,Active,Active,Active,Proprietary,Proprietary
BDRY,Breakwave Dry Bulk Shipping,ETFMG,Commodities,03/22/2018,285.0,"62,920,193.6",Broad Market,Laddered,Commodities: Broad Market,Laddered,Arbitrary Weighting,Idiosyncratic,Fixed,Fixed
BDVG,IMGP Berkshire Dividend Growth,Eurazeo SA,Equity,06/30/2023,55.0,"1,011,000.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Active,Active,Active,Proprietary,Proprietary
BECO,BlackRock Future Climate and Sustainable Economy,Blackrock,Equity,08/03/2021,70.0,"4,208,220.0",Theme,Low Carbon,Equity: Global Low Carbon,Active,Active,Active,Proprietary,Proprietary
BEDZ,AdvisorShares Hotel,AdvisorShares,Equity,04/20/2021,99.0,"4,222,020.0",Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Equity: U.S. Hotels, Resorts & Cruise Lines",Active,Active,Active,Proprietary,Proprietary
BEMB,iShares J.P. Morgan Broad USD Emerging Markets Bond,Blackrock,Fixed Income,02/22/2023,18.0,"40,134,960.0",Broad Credit,Broad Maturities,"Fixed Income: Emerging Markets - Broad Market, Broad-based",Vanilla,Vanilla,Vanilla,U.S. Dollar-Denominated,Market Value
BERZ,MicroSectors Solactive FANG & Innovation -3X Inverse Leveraged ETN,BMO,Equity,08/17/2021,95.0,"15,761,089.9",Theme,Big Tech,Inverse Equity: U.S. Big Tech,Equal,Arbitrary Weighting,Idiosyncratic,Market Cap,Equal
BETZ,Roundhill Sports Betting & iGaming,Roundhill Investments,Equity,06/04/2020,75.0,"108,457,700.0",Consumer Discretionary,Casinos & Gaming,Equity: Global Casinos & Gaming,Fundamental,Bottom-up,Strategic,Committee,Tiered
BFEB,Innovator U.S. Equity Buffer - February,Innovator,Equity,02/03/2020,79.0,"103,167,645.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Buy-write,Technical,Strategic,Fixed,Fixed
BFIT,Global X Health & Wellness,"Mirae Asset Global Investments Co., Ltd.",Equity,05/09/2016,50.0,"14,190,813.5",Theme,Consumer,Equity: Developed Markets Consumer,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
BFIX,Build Bond Innovation,Build Asset Management LLC,Fixed Income,02/09/2022,48.0,"17,643,882.5",Investment Grade,Broad Maturities,"Fixed Income: Global - Broad Market, Broad-based Investment Grade",Active,Active,Active,Proprietary,Proprietary
BFOR,ALPS Barron's 400,SS&C,Equity,06/04/2013,65.0,"136,617,000.0",Total Market,Broad-based,Equity: U.S.  -  Total Market,Fundamental,Bottom-up,Strategic,Fundamental,Equal
BFTR,Future Innovators,Blackrock,Equity,09/29/2020,80.0,"6,870,720.0",Extended Market,Growth,Equity: Global  - Extended Market Growth,Active,Active,Active,Proprietary,Proprietary
BGLD,FT Cboe Vest Gold Strategy Quarterly Buffer,First Trust,Commodities,01/20/2021,91.0,"15,729,639.3",Gold,Physically Held,Commodities: Precious Metals Gold,Buy-write,Technical,Strategic,Fixed,Fixed
BGRN,iShares Trust iShares USD Green Bond,Blackrock,Fixed Income,11/13/2018,20.0,"321,861,400.0",Investment Grade,Broad Maturities,"Fixed Income: U.S. - Broad Market, Broad-based Investment Grade",ESG,Social Criteria,Idiosyncratic,Principles-based,Market Value
BIB,ProShares Ultra Nasdaq Biotechnology,ProShares,Equity,04/07/2010,95.0,"90,222,847.5",Health Care,"Pharma, Biotech & Life Sciences","Leveraged Equity: U.S. Pharma, Biotech & Life Sciences",Exchange-specific,Restricted Universe,Idiosyncratic,NASDAQ - Listed,Market Cap
BIBL,Inspire 100,Inspire Investing LLC,Equity,10/30/2017,35.0,"295,213,000.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,ESG,Social Criteria,Idiosyncratic,Principles-based,Market Cap
BIGB,Roundhill Big Bank,Roundhill Investments,Equity,03/21/2023,29.0,"5,334,200.0",Financials,Banks,Equity: U.S. Banks,Active,Active,Active,Proprietary,Proprietary
BIGT,Roundhill BIG Tech,Roundhill Investments,Equity,04/11/2023,29.0,"3,741,600.0",Theme,Big Tech,Equity: U.S. Big Tech,Active,Active,Active,Proprietary,Proprietary
BIL,SPDR Bloomberg 1-3 Month T-Bill,State Street,Fixed Income,05/25/2007,13.5,"29,417,958,334.7",Investment Grade,Ultra-Short Term,"Fixed Income: U.S. - Government, Treasury Investment Grade Ultra-Short Term",Vanilla,Vanilla,Vanilla,Market Value,Market Value
BILS,SPDR Bloomberg 3-12 Month T-Bill,State Street,Fixed Income,09/23/2020,13.6,"2,520,291,600.5",Investment Grade,Ultra-Short Term,"Fixed Income: U.S. - Government, Treasury Investment Grade Ultra-Short Term",Vanilla,Vanilla,Vanilla,Market Value,Market Value
BILZ,PIMCO Ultra Short Government Active Exchange-Traded Fund,Allianz,Fixed Income,06/22/2023,14.0,"23,142,600.0",Investment Grade,Ultra-Short Term,"Fixed Income: U.S. - Government, Treasury Investment Grade Ultra-Short Term",Active,Active,Active,Proprietary,Proprietary
BINC,BlackRock Flexible Income,Blackrock,Fixed Income,05/19/2023,40.0,"146,822,070.0",High Yield,Broad Maturities,"Fixed Income: Global - Broad Market, Broad-based High Yield",Active,Active,Active,Proprietary,Proprietary
BIS,ProShares UltraShort Nasdaq Biotechnology,ProShares,Equity,04/07/2010,95.0,"4,571,712.5",Health Care,"Pharma, Biotech & Life Sciences","Inverse Equity: U.S. Pharma, Biotech & Life Sciences",Exchange-specific,Restricted Universe,Idiosyncratic,NASDAQ - Listed,Market Cap
BITC,Bitwise Bitcoin Strategy Optimum Roll,"Bitwise Asset Management, Inc.",Currency,03/21/2023,85.0,"1,129,790.4","Long Bitcoin, Short USD",Derivative,"Currency: Long Bitcoin, Short USD",Active,Active,Active,Proprietary,Proprietary
BITI,ProShares Short Bitcoin Strategy,ProShares,Currency,06/21/2022,95.0,"67,574,730.0","Pair_Long USD, Short Bitcoin",Derivative,"Inverse Currency: Long USD, Short Bitcoin",Vanilla,Vanilla,Vanilla,Single Asset,Single Asset
BITO,ProShares Bitcoin Strategy,ProShares,Currency,10/19/2021,95.0,"952,146,078.4","Long Bitcoin, Short USD",Derivative,"Currency: Long Bitcoin, Short USD",Active,Active,Active,Proprietary,Proprietary
BITQ,Bitwise Crypto Industry Innovators,Exchange Traded Concepts,Equity,05/11/2021,85.0,"82,817,871.5",Theme,Digital Economy,Equity: Global Digital Economy,Vanilla,Vanilla,Vanilla,Committee,Tiered
BITS,Global X Blockchain & Bitcoin Strategy,"Mirae Asset Global Investments Co., Ltd.",Asset Allocation,11/15/2021,65.0,"12,557,572.3",Target Outcome,Capital Appreciation,Asset Allocation: Global - Target Outcome ,Active,Active,Active,Proprietary,Proprietary
BITX,2x Bitcoin Strategy,Penserra Capital Management LLC,Currency,06/27/2023,185.0,"29,521,420.0","Long Bitcoin, Short USD",Derivative,"Leveraged Currency: Long Bitcoin, Short USD",Vanilla,Vanilla,Vanilla,Single Asset,Single Asset
BIV,Vanguard Intermediate-Term Bond,Vanguard,Fixed Income,04/03/2007,4.0,"15,563,380,820.4",Investment Grade,Intermediate,"Fixed Income: U.S. - Broad Market, Broad-based Investment Grade Intermediate",Vanilla,Vanilla,Vanilla,Market Value,Market Value
BIZD,VanEck BDC Income,VanEck,Equity,02/11/2013,11.2,"673,607,475.0",Financials,Asset Management & Custody Banks,Equity: U.S. Asset Management & Custody Banks,Vanilla,Vanilla,Vanilla,Market Cap,Tiered
BJAN,Innovator U.S. Equity Buffer - January,Innovator,Equity,01/02/2019,79.0,"155,236,500.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Buy-write,Technical,Strategic,Fixed,Fixed
BJK,VanEck Gaming,VanEck,Equity,01/22/2008,65.0,"61,112,240.0",Consumer Discretionary,Casinos & Gaming,Equity: Global Casinos & Gaming,Vanilla,Vanilla,Vanilla,Market Cap,Market Cap
BJUL,Innovator U.S. Equity Buffer - July,Innovator,Equity,08/29/2018,79.0,"336,661,000.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Buy-write,Technical,Strategic,Fixed,Fixed
BJUN,Innovator U.S. Equity Buffer - June,Innovator,Equity,06/03/2019,79.0,"109,472,625.0",Large Cap,Broad-based,Equity: U.S.  -  Large Cap,Buy-write,Technical,Strategic,Fixed,Fixed
BKAG,BNY Mellon Core Bond,BNY Mellon,Fixed Income,04/22/2020,0.0,"509,466,000.0",Investment Grade,Broad Maturities,"Fixed Income: U.S. - Broad Market, Broad-based Investment Grade",Vanilla,Vanilla,Vanilla,Market Value,Market Value
BKCH,Global X Blockchain,"Mirae Asset Global Investments Co., Ltd.",Equity,07/12/2021,50.0,"74,932,533.8",Theme,Blockchain,Equity: Global Blockchain,Vanilla,Vanilla,Vanilla,Market Cap,Tiered
